step 3170/15258 21% [main] | loss 1.960 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.36 | 1.66B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.4h
step 3180/15258 21% [main] | loss 1.919 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.34 | 1.67B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.4h
step 3190/15258 21% [main] | loss 2.206 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.47 | 1.67B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.4h
step 3200/15258 21% [main] | loss 1.799 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 0.88 | 1.68B tok | 79K tok/s/gpu | MFU 33% | peak 49.53GiB | ETA 5.6h
step 3210/15258 21% [main] | loss 1.598 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.32 | 1.68B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.4h
step 3220/15258 21% [main] | loss 1.764 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.20 | 1.69B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.4h
step 3230/15258 21% [main] | loss 1.548 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.38 | 1.69B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.4h
step 3240/15258 21% [main] | loss 1.997 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.09 | 1.70B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.4h
step 3250/15258 21% [main] | loss 2.082 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.21 | 1.70B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.4h
step 3260/15258 21% [main] | loss 1.837 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.16 | 1.71B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 5.4h
step 3270/15258 21% [main] | loss 1.726 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.52 | 1.71B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.3h
step 3280/15258 21% [main] | loss 1.461 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.48 | 1.72B tok | 81K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.4h
step 3290/15258 22% [main] | loss 2.001 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.10 | 1.72B tok | 78K tok/s/gpu | MFU 33% | peak 49.51GiB | ETA 5.6h
step 3300/15258 22% [main] | loss 1.883 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.21 | 1.73B tok | 80K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.4h
step 3310/15258 22% [main] | loss 1.938 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.04 | 1.74B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.3h
step 3320/15258 22% [main] | loss 1.940 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.61 | 1.74B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.3h
step 3330/15258 22% [main] | loss 2.206 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.30 | 1.75B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.3h
step 3340/15258 22% [main] | loss 1.759 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.22 | 1.75B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 5.3h
step 3350/15258 22% [main] | loss 1.830 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.41 | 1.76B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.3h
step 3360/15258 22% [main] | loss 2.157 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.76 | 1.76B tok | 82K tok/s/gpu | MFU 34% | peak 49.55GiB | ETA 5.3h
step 3370/15258 22% [main] | loss 2.123 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.44 | 1.77B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 5.3h
step 3380/15258 22% [main] | loss 2.146 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.42 | 1.77B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.3h
step 3390/15258 22% [main] | loss 1.618 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.55 | 1.78B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.3h
step 3400/15258 22% [main] | loss 1.948 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.20 | 1.78B tok | 79K tok/s/gpu | MFU 33% | peak 49.53GiB | ETA 5.5h
step 3410/15258 22% [main] | loss 1.743 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.09 | 1.79B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.3h
step 3420/15258 22% [main] | loss 1.915 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.50 | 1.79B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.3h
step 3430/15258 22% [main] | loss 1.942 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.64 | 1.80B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 5.3h
step 3440/15258 23% [main] | loss 1.762 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.12 | 1.80B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.3h
step 3450/15258 23% [main] | loss 1.821 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.75 | 1.81B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.3h
step 3460/15258 23% [main] | loss 1.947 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.57 | 1.81B tok | 82K tok/s/gpu | MFU 34% | peak 49.56GiB | ETA 5.3h
step 3470/15258 23% [main] | loss 1.697 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.43 | 1.82B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.3h
step 3480/15258 23% [main] | loss 1.985 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.34 | 1.82B tok | 81K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 5.3h
step 3490/15258 23% [main] | loss 1.847 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.24 | 1.83B tok | 82K tok/s/gpu | MFU 34% | peak 49.55GiB | ETA 5.2h
step 3500/15258 val 2.153
step 3500/15258 23% [main] | loss 1.902 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.41 | 1.84B tok | 52K tok/s/gpu | MFU 22% | peak 49.57GiB | ETA 8.2h
step 3510/15258 23% [main] | loss 1.867 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.27 | 1.84B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.2h
step 3520/15258 23% [main] | loss 2.105 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.39 | 1.85B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.2h
step 3530/15258 23% [main] | loss 1.697 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.81 | 1.85B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 5.2h
step 3540/15258 23% [main] | loss 2.127 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.62 | 1.86B tok | 82K tok/s/gpu | MFU 34% | peak 49.55GiB | ETA 5.2h
step 3550/15258 23% [main] | loss 1.914 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.28 | 1.86B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 5.2h
step 3560/15258 23% [main] | loss 1.996 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.59 | 1.87B tok | 82K tok/s/gpu | MFU 34% | peak 49.55GiB | ETA 5.2h
step 3570/15258 23% [main] | loss 2.193 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.39 | 1.87B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.2h
step 3580/15258 23% [main] | loss 1.800 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.24 | 1.88B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.2h
step 3590/15258 24% [main] | loss 1.799 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.27 | 1.88B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.2h
step 3600/15258 24% [main] | loss 2.197 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.07 | 1.89B tok | 79K tok/s/gpu | MFU 33% | peak 49.53GiB | ETA 5.4h
step 3610/15258 24% [main] | loss 1.741 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.62 | 1.89B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.2h
step 3620/15258 24% [main] | loss 1.883 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.32 | 1.90B tok | 82K tok/s/gpu | MFU 34% | peak 49.58GiB | ETA 5.2h
step 3630/15258 24% [main] | loss 1.824 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.95 | 1.90B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.2h
step 3640/15258 24% [main] | loss 2.143 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.32 | 1.91B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.2h
step 3650/15258 24% [main] | loss 2.204 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 0.95 | 1.91B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.2h
step 3660/15258 24% [main] | loss 1.703 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.27 | 1.92B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 5.2h
step 3670/15258 24% [main] | loss 1.988 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.31 | 1.92B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.2h
step 3680/15258 24% [main] | loss 1.500 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.20 | 1.93B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.2h
step 3690/15258 24% [main] | loss 1.840 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.34 | 1.93B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.2h
step 3700/15258 24% [main] | loss 1.745 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.38 | 1.94B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 5.2h
step 3710/15258 24% [main] | loss 1.808 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.00 | 1.95B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 5.2h
step 3720/15258 24% [main] | loss 1.724 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.05 | 1.95B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.1h
step 3730/15258 24% [main] | loss 2.165 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.52 | 1.96B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.1h
step 3740/15258 25% [main] | loss 1.714 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.27 | 1.96B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.1h
step 3750/15258 25% [main] | loss 2.124 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 0.85 | 1.97B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.1h
step 3760/15258 25% [main] | loss 2.069 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.42 | 1.97B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.1h
step 3770/15258 25% [main] | loss 1.646 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.45 | 1.98B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.1h
step 3780/15258 25% [main] | loss 1.941 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.24 | 1.98B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.1h
step 3790/15258 25% [main] | loss 2.027 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.28 | 1.99B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.1h
step 3800/15258 25% [main] | loss 1.851 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.23 | 1.99B tok | 79K tok/s/gpu | MFU 33% | peak 49.53GiB | ETA 5.3h
step 3810/15258 25% [main] | loss 1.429 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.36 | 2.00B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.1h
step 3820/15258 25% [main] | loss 1.888 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.20 | 2.00B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.1h
step 3830/15258 25% [main] | loss 2.054 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.27 | 2.01B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 5.1h
step 3840/15258 25% [main] | loss 2.049 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.59 | 2.01B tok | 79K tok/s/gpu | MFU 33% | peak 49.54GiB | ETA 5.3h
step 3850/15258 25% [main] | loss 2.195 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.24 | 2.02B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.1h
step 3860/15258 25% [main] | loss 1.680 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.31 | 2.02B tok | 82K tok/s/gpu | MFU 34% | peak 49.55GiB | ETA 5.1h
step 3870/15258 25% [main] | loss 2.199 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.41 | 2.03B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.1h
step 3880/15258 25% [main] | loss 1.717 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.23 | 2.03B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.1h
step 3890/15258 25% [main] | loss 1.752 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.30 | 2.04B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.1h
step 3900/15258 26% [main] | loss 1.574 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.34 | 2.04B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.1h
step 3910/15258 26% [main] | loss 2.025 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.20 | 2.05B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.1h
step 3920/15258 26% [main] | loss 1.948 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.51 | 2.06B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 5.1h
step 3930/15258 26% [main] | loss 1.964 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.22 | 2.06B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.1h
step 3940/15258 26% [main] | loss 1.751 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.55 | 2.07B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 5.0h
step 3950/15258 26% [main] | loss 1.844 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.30 | 2.07B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.0h
step 3960/15258 26% [main] | loss 1.716 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.49 | 2.08B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.0h
step 3970/15258 26% [main] | loss 2.081 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.31 | 2.08B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.0h
step 3980/15258 26% [main] | loss 1.528 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.27 | 2.09B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.0h
step 3990/15258 26% [main] | loss 1.974 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.57 | 2.09B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.0h
step 4000/15258 val 2.147
step 4000/15258 26% [main] | loss 1.998 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.39 | 2.10B tok | 52K tok/s/gpu | MFU 22% | peak 49.53GiB | ETA 7.8h
step 4010/15258 26% [main] | loss 1.854 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.30 | 2.10B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.0h
step 4020/15258 26% [main] | loss 1.792 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.23 | 2.11B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.0h
step 4030/15258 26% [main] | loss 1.767 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.39 | 2.11B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.0h
step 4040/15258 26% [main] | loss 2.239 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.04 | 2.12B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.0h
step 4050/15258 27% [main] | loss 2.296 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.77 | 2.12B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 5.0h
step 4060/15258 27% [main] | loss 2.224 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.29 | 2.13B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 5.0h
step 4070/15258 27% [main] | loss 1.677 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.55 | 2.13B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.0h
step 4080/15258 27% [main] | loss 1.774 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.38 | 2.14B tok | 79K tok/s/gpu | MFU 33% | peak 49.51GiB | ETA 5.2h
step 4090/15258 27% [main] | loss 2.087 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.64 | 2.14B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 5.0h
step 4100/15258 27% [main] | loss 1.851 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.42 | 2.15B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 5.0h
step 4110/15258 27% [main] | loss 1.595 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.41 | 2.15B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.0h
step 4120/15258 27% [main] | loss 1.776 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.42 | 2.16B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 5.0h
step 4130/15258 27% [main] | loss 2.161 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.16 | 2.17B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 5.0h
step 4140/15258 27% [main] | loss 2.156 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.34 | 2.17B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 5.0h
step 4150/15258 27% [main] | loss 1.459 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.37 | 2.18B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.9h
step 4160/15258 27% [main] | loss 1.624 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.19 | 2.18B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 4.9h
step 4170/15258 27% [main] | loss 1.832 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.28 | 2.19B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.9h
step 4180/15258 27% [main] | loss 1.930 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.67 | 2.19B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.9h
step 4190/15258 27% [main] | loss 1.782 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.41 | 2.20B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.9h
step 4200/15258 28% [main] | loss 1.576 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.20 | 2.20B tok | 79K tok/s/gpu | MFU 33% | peak 49.53GiB | ETA 5.1h
step 4210/15258 28% [main] | loss 1.556 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.12 | 2.21B tok | 82K tok/s/gpu | MFU 34% | peak 49.56GiB | ETA 4.9h
step 4220/15258 28% [main] | loss 1.805 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.51 | 2.21B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.9h
